PRDCODEXT,PROMDEFFECDES_df1,PROMDEFFECHAS_df1,Status Hoy_df2,Prov_df2,Cat _df2,Tipo Prov_df2,LOCCOD_df3,MOVFEC_df3,ACPRCANTVEND_df3,ACPRIMPVEN_df3
562964,05/12/2023,31/12/2023,5.0,13016.0,216.0,1.0,5201.0,7/8/2023,2.0,560
560477,08/04/2024,28/04/2024,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,405
560931,08/04/2024,28/04/2024,5.0,10214.0,216.0,1.0,,,,
600889,08/04/2024,28/04/2024,1.0,10145.0,216.0,1.0,5201.0,16/11/2023,2.0,540
604213,08/04/2024,28/04/2024,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,2.0,810
604214,08/04/2024,28/04/2024,1.0,10214.0,216.0,1.0,5201.0,30/5/2021,1.0,405
562241,23/01/2024,13/02/2024,5.0,14995.0,216.0,1.0,5201.0,23/5/2022,0.0,325
560961,06/02/2024,25/02/2024,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,2.0,418
560962,06/02/2024,25/02/2024,1.0,10214.0,216.0,1.0,5201.0,4/5/2021,1.0,209
561699,,,5.0,68952.0,216.0,1.0,,,,
561634,,,5.0,68952.0,216.0,1.0,,,,
561694,,,5.0,68952.0,216.0,1.0,,,,
561826,,,5.0,68952.0,216.0,1.0,,,,
561891,,,5.0,68952.0,216.0,1.0,,,,
561900,,,5.0,68952.0,216.0,1.0,,,,
604124,,,5.0,10067.0,216.0,1.0,5201.0,3/5/2021,1.0,405
560912,,,5.0,10214.0,216.0,1.0,5201.0,6/6/2023,1.0,2735
601047,,,5.0,10214.0,216.0,1.0,,,,
560505,,,5.0,10214.0,216.0,1.0,,,,
560579,,,1.0,10214.0,216.0,1.0,,,,
561208,,,5.0,10214.0,217.0,1.0,,,,
607822,,,1.0,10214.0,216.0,1.0,5201.0,9/5/2021,1.0,329
607824,,,5.0,10214.0,216.0,1.0,,,,
561347,,,5.0,10214.0,217.0,1.0,5201.0,8/5/2021,1.0,405
561348,,,5.0,10214.0,217.0,1.0,5201.0,2/5/2021,1.0,405
607825,,,5.0,10214.0,216.0,1.0,5201.0,15/5/2021,1.0,440
560876,,,1.0,10214.0,217.0,1.0,5201.0,2/5/2021,1.0,619
560724,,,1.0,10214.0,217.0,1.0,5201.0,8/9/2021,2.0,24400
570210,,,5.0,10214.0,216.0,1.0,5201.0,13/5/2021,1.0,735
560587,,,5.0,10214.0,216.0,1.0,,,,
607423,,,5.0,10214.0,216.0,1.0,,,,
560702,,,1.0,10214.0,217.0,1.0,5201.0,2/5/2021,1.0,819
560703,,,1.0,10214.0,217.0,1.0,5201.0,28/8/2021,1.0,1290
560207,,,5.0,10214.0,216.0,1.0,,,,
601045,,,5.0,10214.0,216.0,1.0,5201.0,28/5/2022,1.0,129
601049,,,5.0,10214.0,216.0,1.0,,,,
601516,,,1.0,10214.0,216.0,1.0,5201.0,7/5/2021,1.0,825
560714,,,1.0,10214.0,217.0,1.0,5201.0,2/5/2021,2.0,418
560845,,,5.0,10214.0,217.0,1.0,5201.0,22/5/2021,1.0,619
561783,,,5.0,10214.0,216.0,1.0,,,,
561054,,,5.0,10214.0,216.0,1.0,5201.0,12/9/2021,2.0,970
561272,,,5.0,10214.0,217.0,1.0,,,,
561271,,,5.0,10214.0,217.0,1.0,5201.0,1/6/2021,1.0,405
561015,,,5.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,329
560789,,,5.0,10214.0,217.0,1.0,5201.0,26/5/2022,1.0,209
562450,,,1.0,10214.0,216.0,1.0,5201.0,23/6/2022,0.0,259
561068,,,5.0,10214.0,216.0,1.0,5201.0,4/9/2021,2.0,4520
562677,,,1.0,10214.0,216.0,1.0,5201.0,21/9/2022,1.0,1255
601087,,,5.0,10214.0,216.0,1.0,,,,
600806,,,1.0,10214.0,216.0,1.0,5201.0,19/6/2021,1.0,1110
607480,,,5.0,10214.0,216.0,1.0,,,,
601219,,,5.0,10214.0,216.0,1.0,,,,
600805,,,5.0,10214.0,216.0,1.0,,,,
607189,,,5.0,10214.0,216.0,1.0,,,,
607468,,,5.0,10214.0,216.0,1.0,,,,
560353,,,1.0,10214.0,216.0,1.0,5201.0,28/5/2021,1.0,869
560656,,,5.0,10214.0,217.0,1.0,,,,
560655,,,5.0,10214.0,217.0,1.0,,,,
560732,,,1.0,10214.0,217.0,1.0,5201.0,24/12/2021,3.0,14625
560713,,,1.0,10214.0,217.0,1.0,5201.0,3/10/2021,2.0,3000
562012,,,1.0,10214.0,216.0,1.0,5201.0,28/5/2022,1.0,1990
560944,,,1.0,10214.0,216.0,1.0,5201.0,15/5/2021,1.0,950
607188,,,5.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,329
601106,,,1.0,10214.0,216.0,1.0,5201.0,15/5/2021,2.0,6700
600040,,,1.0,10214.0,216.0,1.0,5201.0,1/6/2023,16.0,6064
604238,,,5.0,10214.0,216.0,1.0,,,,
600071,,,1.0,10214.0,216.0,1.0,5201.0,21/8/2023,1.0,475
600043,,,1.0,10214.0,216.0,1.0,5201.0,13/7/2023,2.0,560
600072,,,1.0,10214.0,216.0,1.0,5201.0,21/8/2023,1.0,475
560110,,,5.0,10214.0,216.0,1.0,5201.0,8/9/2021,8.0,32560
601211,,,1.0,10214.0,216.0,1.0,5201.0,21/5/2021,1.0,415
600942,,,1.0,10214.0,216.0,1.0,5201.0,23/3/2024,1.0,969
601204,,,1.0,10214.0,216.0,1.0,5201.0,14/5/2021,1.0,359
607021,,,1.0,10214.0,216.0,1.0,5201.0,21/6/2021,1.0,2700
600904,,,1.0,10214.0,216.0,1.0,,,,
600921,,,1.0,10214.0,216.0,1.0,5201.0,16/4/2024,1.0,550
600922,,,1.0,10214.0,216.0,1.0,5201.0,24/3/2024,2.0,758
600842,,,1.0,10214.0,216.0,1.0,,,,
607469,,,5.0,10214.0,216.0,1.0,5201.0,5/5/2021,1.0,329
561352,,,1.0,10214.0,216.0,1.0,5201.0,11/6/2021,1.0,960
561353,,,5.0,10214.0,217.0,1.0,5201.0,21/5/2021,1.0,815
561357,,,5.0,10214.0,216.0,1.0,5201.0,4/5/2021,1.0,839
605014,,,1.0,10214.0,216.0,1.0,,,,
607422,,,5.0,10214.0,216.0,1.0,,,,
560705,,,1.0,10214.0,217.0,1.0,5201.0,4/5/2021,1.0,3600
602136,,,1.0,10214.0,216.0,1.0,,,,
602137,,,1.0,10214.0,216.0,1.0,,,,
602138,,,1.0,10214.0,216.0,1.0,,,,
601089,,,5.0,10214.0,216.0,1.0,,,,
602139,,,1.0,10214.0,216.0,1.0,,,,
602140,,,1.0,10214.0,216.0,1.0,,,,
602141,,,1.0,10214.0,216.0,1.0,,,,
602142,,,1.0,10214.0,216.0,1.0,,,,
561563,,,5.0,10214.0,217.0,1.0,,,,
561624,,,1.0,10214.0,217.0,1.0,5201.0,15/7/2021,1.0,1540
561628,,,1.0,10214.0,217.0,1.0,5201.0,3/5/2021,1.0,209
561687,,,5.0,10214.0,216.0,1.0,,,,
561668,,,5.0,10214.0,216.0,1.0,,,,
561815,,,5.0,10214.0,216.0,1.0,,,,
561857,,,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,105
561765,,,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,105
561775,,,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,105
561862,,,5.0,10214.0,217.0,1.0,5201.0,3/10/2021,1.0,5380
561879,,,5.0,10214.0,216.0,1.0,5201.0,8/5/2021,1.0,305
561847,,,1.0,10214.0,216.0,1.0,5201.0,5/5/2021,5.0,8825
561877,,,5.0,10214.0,216.0,1.0,5201.0,3/5/2021,3.0,315
561774,,,5.0,10214.0,216.0,1.0,5201.0,18/6/2021,2.0,3780
561778,,,1.0,10214.0,216.0,1.0,5201.0,20/5/2021,1.0,715
561808,,,1.0,10214.0,216.0,1.0,,,,
601086,,,5.0,10214.0,216.0,1.0,,,,
560156,,,1.0,10214.0,216.0,1.0,5201.0,27/5/2022,1.0,2700
561069,,,5.0,10214.0,216.0,1.0,5201.0,3/9/2021,1.0,2260
561964,,,5.0,10214.0,216.0,1.0,,,,
561975,,,1.0,10214.0,216.0,1.0,5201.0,5/5/2021,1.0,659
561982,,,1.0,10214.0,216.0,1.0,5201.0,8/5/2021,1.0,659
562031,,,5.0,10214.0,216.0,1.0,,,,
561564,,,5.0,10214.0,216.0,1.0,,,,
561988,,,1.0,10214.0,216.0,1.0,5201.0,6/5/2021,4.0,2676
601214,,,5.0,10214.0,216.0,1.0,,,,
561994,,,5.0,10214.0,216.0,1.0,,,,
561508,,,5.0,10214.0,217.0,1.0,,,,
562159,,,5.0,10214.0,216.0,1.0,,,,
562178,,,1.0,10214.0,216.0,1.0,5201.0,7/5/2021,1.0,715
603158,,,1.0,10214.0,216.0,1.0,5201.0,4/5/2021,1.0,580
562233,,,5.0,10214.0,216.0,1.0,5201.0,23/8/2021,0.0,0
562213,,,1.0,10214.0,217.0,1.0,,,,
562211,,,1.0,10214.0,216.0,1.0,5201.0,20/5/2021,1.0,659
562212,,,5.0,10214.0,216.0,1.0,,,,
607407,,,5.0,10214.0,216.0,1.0,,,,
562265,,,5.0,10214.0,216.0,1.0,,,,
562254,,,5.0,10214.0,216.0,1.0,,,,
562255,,,5.0,10214.0,216.0,1.0,5201.0,5/2/2022,6.0,10560
562367,,,5.0,10214.0,216.0,1.0,,,,
562311,,,5.0,10214.0,217.0,1.0,5201.0,2/5/2021,1.0,805
562313,,,5.0,10214.0,216.0,1.0,5201.0,26/5/2021,1.0,899
562309,,,5.0,10214.0,216.0,1.0,,,,
562308,,,1.0,10214.0,216.0,1.0,5201.0,10/7/2021,1.0,659
562310,,,5.0,10214.0,217.0,1.0,5201.0,11/12/2021,2.0,1610
562382,,,5.0,10214.0,216.0,1.0,,,,
562312,,,5.0,10214.0,216.0,1.0,5201.0,28/5/2021,1.0,899
562411,,,1.0,10214.0,216.0,1.0,5201.0,20/5/2021,1.0,799
562462,,,5.0,10214.0,216.0,1.0,,,,
562418,,,1.0,10214.0,216.0,1.0,5201.0,19/5/2021,1.0,1120
562531,,,1.0,10214.0,216.0,1.0,,,,
562495,,,1.0,10214.0,216.0,1.0,5201.0,9/6/2021,1.0,1650
562541,,,5.0,10214.0,216.0,1.0,,,,
562517,,,5.0,10214.0,216.0,1.0,5201.0,7/5/2021,1.0,779
562508,,,5.0,10214.0,216.0,1.0,5201.0,29/5/2021,2.0,1598
562590,,,1.0,10214.0,216.0,1.0,5201.0,8/5/2021,1.0,1145
562667,,,1.0,10214.0,217.0,1.0,5201.0,17/5/2021,1.0,209
561947,,,5.0,11270.0,216.0,1.0,5201.0,22/5/2021,2.0,338
561953,,,5.0,11270.0,216.0,1.0,5201.0,14/5/2021,1.0,169
561959,,,5.0,11270.0,216.0,1.0,5201.0,4/5/2021,1.0,229
561970,,,5.0,11270.0,216.0,1.0,5201.0,4/5/2021,1.0,169
562175,,,5.0,11270.0,216.0,1.0,,,,
562157,,,5.0,11270.0,217.0,1.0,,,,
601103,,,5.0,11092.0,216.0,1.0,5201.0,4/5/2021,1.0,429
560222,,,5.0,11092.0,216.0,1.0,5201.0,6/5/2021,1.0,265
560486,,,5.0,11092.0,216.0,1.0,5201.0,9/5/2021,1.0,269
601067,,,5.0,11092.0,216.0,1.0,,,,
561835,,,5.0,11092.0,216.0,1.0,,,,
562009,,,1.0,11092.0,216.0,1.0,5201.0,23/5/2022,0.0,585
560547,,,1.0,11092.0,216.0,1.0,5201.0,22/5/2023,0.0,379
560933,,,5.0,11092.0,216.0,1.0,,,,
560934,,,5.0,11092.0,216.0,1.0,5201.0,7/5/2021,1.0,129
560935,,,5.0,11092.0,216.0,1.0,5201.0,2/5/2021,1.0,169
562034,,,5.0,11092.0,216.0,1.0,,,,
561435,,,1.0,11092.0,216.0,1.0,5201.0,6/5/2021,1.0,189
561509,,,5.0,11092.0,216.0,1.0,,,,
560496,,,5.0,11092.0,216.0,1.0,,,,
560517,,,5.0,11092.0,216.0,1.0,5201.0,29/5/2021,1.0,435
560896,,,5.0,11092.0,216.0,1.0,,,,
561649,,,5.0,11092.0,216.0,1.0,,,,
561707,,,5.0,11092.0,216.0,1.0,5201.0,27/11/2021,1.0,419
561747,,,1.0,11092.0,216.0,1.0,5201.0,2/6/2021,1.0,569
561813,,,5.0,11092.0,216.0,1.0,,,,
561965,,,5.0,11092.0,216.0,1.0,,,,
561437,,,1.0,11092.0,216.0,1.0,5201.0,8/5/2021,1.0,219
562188,,,5.0,11092.0,216.0,1.0,,,,
562307,,,5.0,11092.0,216.0,1.0,,,,
562270,,,5.0,11092.0,216.0,1.0,5201.0,3/5/2021,1.0,269
562317,,,1.0,11092.0,216.0,1.0,5201.0,26/8/2021,1.0,1055
560267,,,5.0,11096.0,216.0,1.0,,,,
560036,,,5.0,11096.0,216.0,1.0,,,,
562143,,,5.0,11032.0,216.0,1.0,,,,
562169,,,5.0,11032.0,216.0,1.0,,,,
562126,,,5.0,11032.0,216.0,1.0,,,,
561290,,,5.0,13019.0,216.0,3.0,,,,
560412,,,5.0,13019.0,216.0,3.0,,,,
601263,,,5.0,13019.0,217.0,3.0,,,,
561259,,,5.0,13019.0,217.0,3.0,,,,
560427,,,5.0,13019.0,216.0,3.0,,,,
561145,,,5.0,13019.0,217.0,3.0,,,,
561724,,,5.0,13019.0,216.0,3.0,,,,
561732,,,5.0,13019.0,216.0,3.0,,,,
561784,,,5.0,13019.0,216.0,3.0,,,,
561767,,,5.0,13019.0,216.0,3.0,,,,
560068,,,5.0,18204.0,216.0,1.0,5201.0,16/5/2021,1.0,119
550470,,,5.0,18204.0,216.0,1.0,5201.0,5/5/2021,1.0,174
560070,,,5.0,18204.0,216.0,1.0,,,,
560069,,,5.0,18204.0,216.0,1.0,5201.0,2/5/2021,1.0,219
560754,,,1.0,18204.0,216.0,1.0,5201.0,31/5/2021,1.0,618
560089,,,5.0,18204.0,216.0,1.0,,,,
560057,,,5.0,18204.0,216.0,1.0,,,,
605033,,,1.0,18204.0,216.0,1.0,5201.0,2/5/2021,2.0,368
561889,,,1.0,18204.0,216.0,1.0,5201.0,2/5/2021,1.0,254
562802,,,5.0,18204.0,216.0,1.0,5201.0,18/10/2022,1.0,147
560922,,,5.0,18204.0,216.0,1.0,5201.0,4/5/2021,1.0,174
605035,,,5.0,18204.0,216.0,1.0,5201.0,2/5/2021,1.0,174
561984,,,1.0,18204.0,216.0,1.0,5201.0,13/7/2021,1.0,678
560927,,,1.0,18204.0,216.0,1.0,5201.0,4/5/2021,3.0,543
974020,,,5.0,18204.0,217.0,1.0,,,,
562397,,,5.0,18204.0,216.0,1.0,5201.0,7/5/2021,2.0,320
562396,,,5.0,18204.0,216.0,1.0,,,,
562423,,,1.0,18204.0,216.0,1.0,5201.0,6/5/2021,1.0,299
560147,,,5.0,22307.0,217.0,1.0,,,,
607003,,,5.0,22307.0,216.0,1.0,,,,
560145,,,5.0,22307.0,217.0,1.0,,,,
562962,,,1.0,62345.0,216.0,1.0,5201.0,9/2/2024,0.0,0
562969,,,1.0,62345.0,216.0,1.0,5201.0,30/10/2023,1.0,499
562945,,,1.0,62345.0,216.0,1.0,,,,
540001,,,5.0,25005.0,217.0,1.0,5201.0,4/11/2022,20.0,3200
562649,,,5.0,25005.0,216.0,1.0,5201.0,4/9/2021,3.0,4950
562651,,,5.0,25005.0,216.0,1.0,5201.0,17/5/2021,2.0,1470
562715,,,5.0,25005.0,217.0,1.0,,,,
562701,,,5.0,25005.0,216.0,1.0,5201.0,1/6/2021,1.0,199
561369,,,1.0,28087.0,217.0,1.0,5201.0,7/5/2021,1.0,155
561130,,,1.0,28087.0,217.0,1.0,5201.0,2/5/2021,1.0,155
565607,,,5.0,28087.0,217.0,1.0,5201.0,2/12/2022,1.0,139
565608,,,1.0,28087.0,217.0,1.0,5201.0,2/12/2022,1.0,139
561502,,,1.0,28087.0,217.0,1.0,5201.0,25/8/2021,2.0,338
561501,,,1.0,28087.0,217.0,1.0,5201.0,2/5/2021,1.0,155
561438,,,5.0,28087.0,217.0,1.0,5201.0,3/5/2021,1.0,95
562484,,,1.0,28087.0,217.0,1.0,5201.0,30/5/2021,12.0,1668
561167,,,1.0,28052.0,217.0,1.0,,,,
561405,,,5.0,61250.0,217.0,1.0,,,,
560048,,,5.0,61250.0,216.0,1.0,,,,
561408,,,5.0,61250.0,217.0,1.0,,,,
595306,,,5.0,61250.0,216.0,1.0,,,,
562469,,,5.0,61250.0,217.0,1.0,5201.0,30/5/2023,4.0,1020
560877,,,5.0,31062.0,216.0,1.0,,,,
605543,,,1.0,31062.0,216.0,1.0,5201.0,8/5/2021,2.0,610
605505,,,1.0,31062.0,216.0,1.0,5201.0,4/5/2021,1.0,305
560522,,,1.0,31062.0,216.0,1.0,5201.0,5/6/2021,1.0,1860
560279,,,5.0,31062.0,217.0,1.0,5201.0,12/8/2021,1.0,489
607305,,,1.0,31062.0,216.0,1.0,5201.0,3/6/2021,1.0,169
607303,,,1.0,31062.0,216.0,1.0,5201.0,4/5/2021,1.0,169
605540,,,1.0,31062.0,216.0,1.0,5201.0,20/5/2021,1.0,305
605548,,,1.0,31062.0,216.0,1.0,5201.0,2/5/2021,1.0,305
562050,,,5.0,31062.0,217.0,1.0,,,,
561250,,,5.0,31062.0,216.0,1.0,5201.0,15/5/2021,1.0,529
605545,,,5.0,31062.0,216.0,1.0,5201.0,4/5/2021,1.0,305
560581,,,1.0,31062.0,216.0,1.0,5201.0,9/5/2021,1.0,1925
561650,,,5.0,31062.0,216.0,1.0,5201.0,4/6/2021,1.0,539
562073,,,1.0,31062.0,216.0,1.0,5201.0,8/5/2021,1.0,305
561920,,,5.0,62829.0,216.0,1.0,,,,
561545,,,5.0,62829.0,216.0,1.0,,,,
561556,,,5.0,62829.0,216.0,1.0,,,,
561700,,,5.0,62829.0,216.0,1.0,5201.0,6/5/2021,1.0,265
561860,,,1.0,62829.0,216.0,1.0,5201.0,4/5/2021,1.0,379
561856,,,5.0,62829.0,216.0,1.0,5201.0,5/5/2021,1.0,379
561962,,,5.0,62829.0,216.0,1.0,,,,
561691,,,5.0,62829.0,216.0,1.0,5201.0,12/6/2021,2.0,430
562463,,,1.0,62829.0,216.0,1.0,5201.0,21/5/2021,1.0,349
562518,,,1.0,62829.0,216.0,1.0,5201.0,27/5/2021,1.0,1215
562350,,,1.0,28064.0,216.0,1.0,5201.0,23/5/2022,0.0,2400
600900,,,1.0,28064.0,216.0,1.0,5201.0,20/3/2023,1.0,2560
600037,,,1.0,28064.0,216.0,1.0,5201.0,26/7/2023,1.0,579
600663,,,1.0,28064.0,216.0,1.0,5201.0,1/12/2023,1.0,579
600915,,,5.0,28064.0,216.0,1.0,,,,
600916,,,5.0,28064.0,216.0,1.0,,,,
561507,,,5.0,28064.0,216.0,1.0,,,,
607017,,,5.0,28064.0,216.0,1.0,,,,
605008,,,1.0,28064.0,216.0,1.0,,,,
561660,,,5.0,28064.0,216.0,1.0,,,,
600902,,,5.0,28064.0,216.0,1.0,,,,
607018,,,5.0,28064.0,216.0,1.0,,,,
607053,,,5.0,28064.0,216.0,1.0,,,,
607298,,,5.0,28064.0,216.0,1.0,,,,
562393,,,1.0,28064.0,216.0,1.0,5201.0,2/5/2021,2.0,578
562403,,,1.0,28064.0,216.0,1.0,5201.0,13/5/2021,1.0,559
562408,,,1.0,28064.0,216.0,1.0,5201.0,15/5/2021,1.0,289
562499,,,5.0,28064.0,216.0,1.0,,,,
562498,,,5.0,28064.0,216.0,1.0,,,,
560923,,,1.0,14995.0,216.0,1.0,5201.0,17/2/2022,1.0,689
560930,,,5.0,14995.0,216.0,1.0,5201.0,4/1/2022,1.0,1059
560495,,,5.0,14995.0,216.0,1.0,5201.0,25/8/2022,1.0,1269
600297,,,5.0,14995.0,216.0,1.0,5201.0,25/8/2023,0.0,3
561329,,,5.0,14995.0,216.0,1.0,,,,
561525,,,5.0,14995.0,216.0,1.0,5201.0,11/9/2021,1.0,2600
561534,,,5.0,14995.0,216.0,1.0,5201.0,15/5/2021,1.0,3000
561531,,,5.0,14995.0,216.0,1.0,,,,
561836,,,1.0,62831.0,216.0,1.0,5201.0,11/11/2022,1.0,575
561841,,,1.0,62831.0,216.0,1.0,5201.0,2/5/2021,1.0,315
561873,,,1.0,62831.0,216.0,1.0,5201.0,4/5/2021,1.0,335
560253,,,1.0,62831.0,216.0,1.0,5201.0,8/5/2021,1.0,335
561951,,,5.0,62831.0,217.0,1.0,,,,
562652,,,1.0,62831.0,216.0,1.0,5201.0,1/7/2021,2.0,1540
562580,,,1.0,62831.0,216.0,1.0,5201.0,14/5/2021,12.0,9240
562581,,,1.0,62831.0,216.0,1.0,5201.0,10/6/2021,1.0,770
562000,,,1.0,62707.0,216.0,1.0,,,,
562840,,,5.0,62707.0,216.0,1.0,,,,
562268,,,1.0,62707.0,216.0,1.0,5201.0,26/5/2022,1.0,2499
600447,,,5.0,62707.0,216.0,1.0,5201.0,25/8/2023,0.0,"1219,02"
605012,,,1.0,62707.0,216.0,1.0,,,,
562220,,,1.0,62707.0,216.0,1.0,5201.0,2/5/2021,1.0,425
562288,,,5.0,62707.0,216.0,1.0,5201.0,20/8/2021,1.0,1155
562333,,,5.0,62707.0,217.0,1.0,5201.0,31/10/2021,1.0,720
562358,,,5.0,62707.0,216.0,1.0,,,,
562334,,,5.0,62707.0,216.0,1.0,,,,
562335,,,5.0,62707.0,216.0,1.0,,,,
562391,,,1.0,62707.0,216.0,1.0,5201.0,8/6/2022,1.0,7499
562434,,,5.0,62707.0,216.0,1.0,,,,
562433,,,5.0,62707.0,216.0,1.0,5201.0,8/5/2021,1.0,250
562432,,,5.0,62707.0,216.0,1.0,,,,
562431,,,1.0,62707.0,216.0,1.0,5201.0,5/6/2021,1.0,960
562429,,,5.0,62707.0,217.0,1.0,,,,
562552,,,1.0,62707.0,217.0,1.0,5201.0,30/5/2021,1.0,1000
562571,,,1.0,62707.0,216.0,1.0,5201.0,19/5/2021,1.0,830
562551,,,1.0,62707.0,217.0,1.0,5201.0,17/7/2021,1.0,1015
562584,,,1.0,62707.0,216.0,1.0,5201.0,5/6/2021,1.0,2270
562579,,,1.0,62707.0,216.0,1.0,5201.0,19/7/2021,1.0,845
562595,,,1.0,62707.0,216.0,1.0,5201.0,28/5/2021,1.0,659
562963,,,5.0,62707.0,216.0,1.0,,,,
560190,,,1.0,12044.0,216.0,1.0,5201.0,8/5/2021,1.0,295
560105,,,1.0,12044.0,216.0,1.0,5201.0,2/5/2021,1.0,294
560288,,,1.0,12044.0,216.0,1.0,5201.0,2/5/2021,3.0,882
562953,,,1.0,12044.0,217.0,1.0,5201.0,22/11/2022,2.0,1018
562935,,,1.0,12044.0,217.0,1.0,5201.0,26/11/2022,1.0,850
562930,,,1.0,12044.0,216.0,1.0,5201.0,4/12/2022,1.0,439
562921,,,1.0,12044.0,216.0,1.0,5201.0,28/12/2022,1.0,1510
561466,,,5.0,12044.0,216.0,1.0,,,,
560112,,,1.0,12044.0,216.0,1.0,5201.0,27/5/2021,1.0,929
561496,,,1.0,12044.0,217.0,1.0,5201.0,7/5/2021,1.0,649
561465,,,5.0,12044.0,216.0,1.0,,,,
560113,,,5.0,12044.0,216.0,1.0,,,,
561623,,,1.0,12044.0,216.0,1.0,5201.0,26/8/2021,1.0,1089
562422,,,1.0,12044.0,216.0,1.0,5201.0,14/5/2021,1.0,465
562421,,,1.0,12044.0,217.0,1.0,5201.0,7/5/2021,1.0,489
604127,,,1.0,11044.0,217.0,1.0,5201.0,4/5/2021,1.0,159
560626,,,5.0,11044.0,216.0,1.0,,,,
600993,,,5.0,11044.0,216.0,1.0,,,,
600995,,,5.0,11044.0,216.0,1.0,,,,
560160,,,5.0,11044.0,216.0,1.0,,,,
560996,,,5.0,11044.0,216.0,1.0,,,,
600934,,,5.0,11044.0,216.0,1.0,,,,
604126,,,1.0,11044.0,217.0,1.0,5201.0,2/5/2021,1.0,159
600961,,,5.0,11044.0,216.0,1.0,,,,
561301,,,5.0,13016.0,217.0,1.0,,,,
560889,,,5.0,13016.0,217.0,1.0,,,,
607077,,,5.0,13016.0,216.0,1.0,,,,
560237,,,5.0,13016.0,216.0,1.0,,,,
561328,,,5.0,13016.0,217.0,1.0,,,,
560751,,,5.0,13016.0,216.0,1.0,,,,
561300,,,5.0,13016.0,217.0,1.0,,,,
561080,,,5.0,13016.0,216.0,1.0,,,,
560429,,,5.0,13016.0,216.0,1.0,,,,
560426,,,5.0,13016.0,216.0,1.0,5201.0,31/10/2021,1.0,549
562170,,,5.0,13016.0,217.0,1.0,,,,
560428,,,5.0,13016.0,216.0,1.0,,,,
560239,,,5.0,13016.0,216.0,1.0,,,,
562869,,,1.0,13016.0,216.0,1.0,5201.0,30/12/2022,1.0,535
562871,,,1.0,13016.0,216.0,1.0,5201.0,19/1/2023,1.0,389
562897,,,5.0,13016.0,217.0,1.0,,,,
562872,,,1.0,13016.0,216.0,1.0,5201.0,1/2/2023,1.0,389
562898,,,5.0,13016.0,217.0,1.0,,,,
560336,,,5.0,13016.0,216.0,1.0,,,,
306252,,,5.0,13016.0,216.0,1.0,5201.0,23/5/2023,33.0,"0,33"
562957,,,1.0,13016.0,216.0,1.0,5201.0,4/12/2023,1.0,565
561083,,,5.0,13016.0,216.0,1.0,,,,
560831,,,5.0,13016.0,216.0,1.0,,,,
560878,,,5.0,13016.0,216.0,1.0,,,,
600881,,,1.0,13016.0,216.0,1.0,5201.0,28/4/2024,1.0,429
562171,,,5.0,13016.0,217.0,1.0,,,,
600875,,,5.0,13016.0,216.0,1.0,,,,
601935,,,5.0,13016.0,216.0,1.0,,,,
600873,,,5.0,13016.0,216.0,1.0,,,,
601665,,,5.0,13016.0,216.0,1.0,,,,
601481,,,5.0,13016.0,216.0,1.0,,,,
561081,,,5.0,13016.0,216.0,1.0,,,,
560349,,,5.0,13016.0,216.0,1.0,5201.0,4/5/2021,1.0,250
561186,,,5.0,13016.0,217.0,1.0,,,,
561639,,,5.0,13016.0,217.0,1.0,,,,
561731,,,5.0,13016.0,216.0,1.0,,,,
561725,,,5.0,13016.0,216.0,1.0,,,,
561733,,,5.0,13016.0,217.0,1.0,,,,
560275,,,1.0,13016.0,216.0,1.0,5201.0,7/5/2021,1.0,599
561738,,,5.0,13016.0,216.0,1.0,,,,
600701,,,5.0,13016.0,216.0,1.0,,,,
560404,,,5.0,13016.0,216.0,1.0,,,,
560834,,,5.0,13016.0,216.0,1.0,,,,
562085,,,5.0,13016.0,216.0,1.0,5201.0,6/8/2021,1.0,485
562074,,,1.0,13016.0,216.0,1.0,5201.0,3/5/2021,1.0,770
562043,,,1.0,13016.0,216.0,1.0,5201.0,2/5/2021,3.0,1935
562084,,,1.0,13016.0,216.0,1.0,5201.0,2/5/2021,1.0,419
562086,,,5.0,13016.0,216.0,1.0,5201.0,3/5/2021,1.0,419
562096,,,1.0,13016.0,216.0,1.0,5201.0,11/9/2021,1.0,430
562089,,,5.0,13016.0,216.0,1.0,,,,
562305,,,1.0,13016.0,216.0,1.0,5201.0,17/8/2021,1.0,549
546001,,,5.0,13016.0,217.0,1.0,,,,
562372,,,5.0,13016.0,216.0,1.0,5201.0,20/6/2021,1.0,235
546002,,,5.0,13016.0,217.0,1.0,,,,
562374,,,1.0,13016.0,216.0,1.0,5201.0,2/5/2021,1.0,495
562376,,,5.0,13016.0,216.0,1.0,5201.0,7/5/2021,1.0,369
562377,,,5.0,13016.0,216.0,1.0,,,,
562378,,,5.0,13016.0,216.0,1.0,,,,
562471,,,1.0,13016.0,217.0,1.0,,,,
562412,,,5.0,13016.0,216.0,1.0,5201.0,21/5/2021,1.0,339
